Attrition,pix1,Age,BusinessTravel,Department,pix2,DistanceFromHome,Education,EducationField,EmployeeNumber,pix3,EnvironmentSatisfaction,Gender,JobInvolvement,pix4,JobLevel,JobRole,JobSatisfaction,MaritalStatus,pix5,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,pix6,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,pix7,TrainingTimesLastYear,WorkLifeBalance,pix8,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,0,48,2,0,0,4,5,1,1644,0,3,0,2,0,4,7,4,2,0,15202,2,0,25,0,4,2,1,23,0,3,3,0,2,2,2,2
0,0,44,1,1,0,5,3,3,1267,0,2,0,3,0,5,7,2,2,0,18213,7,0,11,0,3,3,1,26,0,5,3,0,22,9,3,10
0,0,42,0,0,0,10,4,2,1854,0,3,0,3,0,1,3,3,2,0,2936,3,0,22,0,4,2,2,10,0,1,2,0,6,3,3,3
0,0,34,0,1,0,4,4,3,523,0,3,1,3,0,2,2,3,2,0,6538,9,0,15,0,3,1,1,6,0,3,3,0,3,2,1,2
1,0,31,2,1,0,1,3,0,1331,0,4,1,3,0,1,5,2,1,0,2302,1,1,11,0,3,1,0,3,0,2,4,0,3,2,2,2
0,0,44,1,0,0,8,4,0,874,0,1,0,4,0,1,1,4,2,0,2818,2,1,24,0,4,3,1,10,0,2,2,0,3,2,0,2
0,0,33,0,1,0,17,3,0,992,0,4,0,3,0,4,7,3,1,0,17444,1,0,11,0,3,4,0,10,0,2,3,0,10,8,6,0
1,0,27,1,0,0,17,4,0,1405,0,4,1,3,0,1,3,3,1,0,2394,1,1,13,0,3,4,0,8,0,2,3,0,8,2,7,7
0,0,34,1,0,0,9,3,0,1344,0,4,0,3,0,3,4,4,0,0,8500,0,0,11,0,3,4,1,10,0,0,2,0,9,7,1,6
0,0,29,2,0,0,2,1,0,1513,0,4,1,3,0,1,1,2,2,0,3180,0,0,13,0,3,3,3,4,0,3,3,0,3,2,0,2
1,0,40,0,1,0,24,3,0,986,0,2,1,4,0,4,2,2,1,0,13194,4,1,16,0,3,4,0,22,0,2,2,0,1,0,0,0
0,0,36,1,0,0,5,4,0,1651,0,2,1,3,0,3,4,1,2,0,8008,4,0,12,0,3,3,2,9,0,6,3,0,3,2,0,2
0,0,35,1,1,0,2,3,3,49,0,4,1,3,0,1,5,4,2,0,2014,1,0,13,0,3,1,0,2,0,3,3,0,2,2,2,2
1,0,25,1,0,0,4,1,2,1106,0,4,0,3,0,1,1,4,2,0,3691,1,1,15,0,3,2,1,7,0,3,4,0,7,7,5,6
1,0,21,1,0,0,18,1,4,923,0,4,1,3,0,1,3,4,1,0,2693,1,0,19,0,3,1,0,1,0,3,2,0,1,0,0,0
1,0,29,2,1,0,24,3,2,1928,0,3,0,4,0,1,5,1,1,0,1091,1,0,17,0,3,4,0,1,0,3,3,0,1,0,0,0
0,0,38,1,0,0,1,3,2,950,0,4,1,3,0,3,6,1,2,0,13582,1,0,13,0,3,2,1,15,0,3,3,0,15,12,5,11
0,0,39,2,0,0,2,4,2,343,0,3,1,3,0,3,4,3,1,0,10938,0,0,25,0,4,4,0,20,0,1,3,0,19,6,11,8
0,0,43,1,0,0,15,2,0,1666,0,3,0,2,0,4,6,3,2,0,17603,1,0,24,0,4,1,1,14,0,3,3,0,14,10,6,11
0,0,25,1,0,0,2,1,4,1992,0,4,0,3,0,1,1,3,0,0,3977,6,1,19,0,3,3,1,7,0,2,2,0,2,2,0,2
0,0,58,1,1,0,10,4,1,131,0,4,0,3,0,4,2,3,1,0,13872,0,0,13,0,3,3,0,38,0,1,2,0,37,10,1,8
0,0,42,1,1,0,14,2,1,936,0,3,1,2,0,2,2,3,1,0,6244,7,0,17,0,3,1,0,10,0,6,3,0,5,4,0,3
0,0,30,1,0,0,2,1,1,198,0,2,0,2,0,1,1,4,1,0,2720,0,0,13,0,3,4,0,6,0,3,3,0,5,3,1,2
0,0,35,1,0,0,9,4,1,2008,0,2,0,3,0,2,3,3,1,0,5098,1,0,19,0,3,2,0,10,0,5,3,0,10,7,0,8
1,0,28,1,0,0,24,3,1,1604,0,3,0,3,0,1,1,2,2,0,2408,1,1,17,0,3,3,3,1,0,3,3,0,1,1,0,0
0,0,27,1,1,0,10,3,3,1403,0,4,1,2,0,2,2,4,2,0,5769,1,1,11,0,3,4,0,6,0,3,3,0,6,2,4,4
0,0,27,2,0,0,10,2,0,733,0,4,0,3,0,3,0,1,0,0,8793,1,0,21,0,4,3,2,9,0,4,2,0,9,7,1,7
0,0,41,1,1,0,4,1,3,1815,0,3,1,3,0,3,2,3,0,0,10447,0,1,13,0,3,4,1,23,0,3,4,0,22,14,13,5
1,0,53,1,0,0,2,5,2,1572,0,3,1,2,0,3,0,4,2,0,10169,0,0,16,0,3,2,1,34,0,4,3,0,33,7,1,9
0,0,35,1,0,0,25,2,4,652,0,1,0,2,0,2,1,4,1,0,3681,4,0,14,0,3,4,0,9,0,3,3,0,3,2,0,2
0,0,26,0,0,0,7,3,1,1693,0,4,0,3,0,1,1,4,1,0,2570,1,0,20,0,4,3,0,7,0,5,3,0,7,7,5,7
0,0,31,2,0,0,24,1,2,1736,0,4,1,3,0,2,0,4,1,0,5238,2,0,20,0,4,4,0,9,0,3,2,0,5,4,1,4
1,0,37,1,0,0,11,2,1,1033,0,1,1,1,0,2,4,2,2,0,4777,5,0,15,0,3,1,0,15,0,2,1,0,1,0,0,0
0,0,48,2,0,0,22,3,1,1900,0,4,1,3,0,4,7,4,0,0,17174,3,0,11,0,3,2,1,24,0,3,3,0,22,17,4,7
0,0,50,2,1,0,12,3,3,174,0,3,1,3,0,3,2,4,1,0,9208,4,0,11,0,3,4,0,16,0,3,3,0,2,2,2,1
0,0,38,2,0,0,8,3,1,1937,0,4,1,2,0,2,3,2,0,0,2133,1,1,16,0,3,3,1,20,0,3,3,0,20,11,0,7
1,0,30,1,0,0,22,3,0,1004,0,1,1,3,0,1,3,3,2,0,2132,4,1,11,0,3,2,0,7,0,2,3,0,5,2,0,1
0,0,45,1,0,0,1,4,1,996,0,4,1,3,0,1,1,4,0,0,2270,3,0,14,0,3,4,2,8,0,2,3,0,5,3,0,2
0,0,43,0,0,0,9,3,0,1813,0,1,0,3,0,1,3,3,1,0,2438,4,0,13,0,3,3,0,7,0,2,2,0,3,2,1,2
0,0,29,2,0,0,10,3,0,1143,0,4,1,3,0,1,3,2,0,0,3291,0,0,14,0,3,4,2,8,0,2,2,0,7,5,1,1
0,0,53,1,1,0,2,2,1,981,0,3,0,3,0,4,7,3,0,0,14852,6,0,13,0,3,3,1,22,0,3,4,0,17,13,15,2
0,0,49,1,0,0,3,2,1,1509,0,3,1,2,0,2,1,1,2,0,4789,4,0,25,0,4,1,1,10,0,3,3,0,3,2,1,2
0,0,47,1,0,0,4,3,0,1827,0,3,1,2,0,3,0,2,0,0,10333,8,1,12,0,3,3,1,28,0,4,3,0,22,11,14,10
0,0,24,1,0,0,9,3,1,1707,0,3,0,4,0,1,3,3,2,0,4401,1,0,16,0,3,4,1,5,0,1,3,0,5,3,0,4
0,0,41,1,0,0,9,4,0,200,0,3,0,3,0,1,1,1,2,0,2238,2,0,21,0,4,4,1,7,0,2,3,0,5,0,1,4
0,0,47,2,1,0,4,1,1,467,0,2,0,3,0,2,5,3,1,0,2976,3,0,19,0,3,1,0,5,0,3,3,0,0,0,0,0
0,0,32,1,1,0,4,2,0,330,0,3,1,3,0,1,5,2,2,0,3931,2,0,11,0,3,1,1,6,0,5,3,0,4,3,1,2
0,0,26,1,0,0,1,3,1,1952,0,3,0,3,0,1,1,1,1,0,2867,0,0,13,0,3,4,0,8,0,6,2,0,7,7,7,6
0,0,35,1,1,0,1,4,3,100,0,3,0,2,0,2,2,1,1,0,4312,0,0,14,0,3,2,0,16,0,2,3,0,15,13,2,8
0,0,30,1,0,0,18,3,0,194,0,1,1,3,0,1,3,3,1,0,2632,1,0,14,0,3,3,0,5,0,4,2,0,5,4,0,4
0,0,30,1,1,0,29,4,2,1568,0,3,0,3,0,3,2,2,2,0,9250,3,0,12,0,3,2,1,9,0,3,3,0,4,2,1,3
0,0,36,1,0,0,7,4,4,949,0,2,0,3,0,1,3,4,1,0,4678,2,0,18,0,3,3,0,8,0,6,3,0,6,2,0,1
0,0,30,1,1,0,5,3,3,456,0,4,1,2,0,2,2,3,0,0,6118,1,0,13,0,3,3,3,10,0,2,3,0,10,9,1,2
0,0,34,1,1,0,3,3,4,1478,0,4,0,1,0,2,2,1,1,0,4759,3,0,18,0,3,4,0,15,0,2,3,0,13,9,3,12
0,0,49,1,1,0,8,4,2,1138,0,4,0,2,0,4,2,2,2,0,13120,6,0,17,0,3,2,1,22,0,3,3,0,9,8,2,3
0,0,39,1,0,0,19,4,4,1871,0,4,0,3,0,2,3,4,0,0,3902,8,0,14,0,3,2,3,7,0,2,3,0,2,2,2,2
0,0,43,1,0,0,6,3,1,1866,0,1,1,2,0,5,7,3,2,0,19392,7,0,13,0,3,4,0,21,0,2,3,0,16,12,6,14
0,0,48,1,1,0,29,1,1,473,0,1,1,3,0,3,7,3,2,0,12504,3,0,21,0,4,2,1,15,0,3,1,0,0,0,0,0
0,0,41,0,1,0,10,2,0,599,0,4,0,3,0,2,2,4,1,0,6230,7,0,14,0,3,4,0,16,0,3,3,0,14,3,1,10
1,0,29,1,0,0,1,4,1,2027,0,1,0,3,0,1,3,4,2,0,4787,9,1,14,0,3,2,3,4,0,3,4,0,2,2,2,2
0,0,25,1,0,0,1,3,1,1303,0,4,1,3,0,1,3,2,1,0,2096,1,0,18,0,3,4,0,2,0,3,2,0,2,2,2,1
0,0,22,0,0,0,26,2,4,1605,0,2,1,2,0,1,3,3,2,0,2814,1,1,14,0,3,2,0,4,0,2,2,0,4,2,1,3
1,0,31,1,2,0,18,5,2,1842,0,4,0,4,0,1,2,1,2,0,2956,0,0,17,0,3,3,0,2,0,4,3,0,1,0,0,0
0,0,49,2,0,0,10,4,0,396,0,3,1,3,0,5,6,1,1,0,18665,9,1,11,0,3,4,0,22,0,4,3,0,3,2,1,2
0,0,47,0,0,0,1,1,1,2000,0,3,1,3,0,3,6,2,2,0,11957,0,0,18,0,3,1,2,14,0,3,1,0,13,8,5,12
0,0,34,0,1,0,23,4,3,60,0,2,0,3,0,2,2,3,1,0,4568,0,0,20,0,4,3,0,10,0,2,3,0,9,5,8,7
0,0,45,2,0,0,1,4,1,1922,0,2,0,3,0,2,4,3,1,0,5399,4,0,12,0,3,3,0,12,0,3,3,0,4,2,0,3
0,0,40,1,0,0,16,3,0,1641,0,3,1,3,0,3,0,4,1,0,7945,6,1,15,0,3,4,0,18,0,2,2,0,4,2,3,3
0,0,50,1,0,0,28,3,0,1317,0,4,1,3,0,4,6,1,2,0,16880,4,1,11,0,3,2,0,25,0,2,3,0,3,2,1,2
0,0,49,1,0,0,25,4,0,1617,0,3,1,3,0,1,1,1,2,0,3211,1,0,14,0,3,4,1,10,0,3,2,0,9,6,1,4
0,0,50,1,0,0,4,1,0,385,0,1,0,3,0,5,6,2,0,0,19144,3,0,14,0,3,1,2,28,0,4,2,0,10,4,1,6
0,0,25,1,0,0,1,3,0,350,0,1,1,3,0,2,0,3,2,0,4898,0,0,12,0,3,4,2,5,0,3,3,0,4,2,1,2
0,0,43,1,1,0,4,4,3,1293,0,4,1,2,0,3,2,4,1,0,10231,3,0,14,0,3,4,0,23,0,3,4,0,21,7,15,17
0,0,45,1,0,0,2,3,0,834,0,2,1,2,0,1,3,3,1,0,2274,1,0,14,0,3,4,0,1,0,3,3,0,1,0,0,0
0,0,34,1,1,0,2,3,3,1281,0,3,1,3,0,2,2,1,1,0,4538,0,1,12,0,3,4,0,4,0,3,3,0,3,2,0,2
1,0,30,2,1,0,26,4,3,299,0,3,1,2,0,2,2,1,1,0,6696,5,0,15,0,3,3,0,9,0,5,2,0,6,3,0,1
1,0,33,1,1,0,5,3,3,485,0,4,1,3,0,1,5,3,1,0,2851,1,1,13,0,3,2,0,1,0,2,3,0,1,0,0,0
0,0,34,1,2,0,3,2,2,847,0,3,0,3,0,1,2,4,2,0,3737,0,0,19,0,3,3,1,4,0,1,1,0,3,2,0,2
0,0,39,1,0,0,10,5,1,1618,0,2,0,3,0,2,0,1,2,0,5377,2,0,13,0,3,4,3,10,0,3,3,0,7,7,7,7
1,0,29,1,0,0,8,4,4,454,0,2,0,1,0,1,1,1,2,0,2119,1,1,11,0,3,4,0,7,0,4,2,0,7,7,0,7
0,0,35,1,0,0,6,4,0,691,0,2,0,1,0,2,3,4,1,0,6646,1,0,13,0,3,2,0,17,0,3,3,0,17,11,11,8
1,0,34,2,2,0,23,3,2,590,0,2,1,3,0,3,2,1,0,0,9950,9,1,15,0,3,3,3,11,0,2,3,0,3,2,0,2
0,0,30,1,0,0,5,3,2,197,0,4,1,3,0,1,3,1,0,0,3204,5,0,14,0,3,4,1,8,0,3,3,0,3,2,2,2
1,0,29,1,0,0,1,3,2,300,0,3,0,3,0,1,3,3,1,0,2058,0,0,14,0,3,4,0,7,0,1,2,0,6,2,1,5
0,0,45,1,1,0,2,3,4,606,0,4,0,3,0,2,2,2,2,0,4805,0,0,19,0,3,2,1,9,0,3,4,0,8,7,3,7
1,0,32,1,0,0,25,4,0,911,0,1,0,3,0,1,1,4,1,0,2795,1,1,24,0,4,3,0,1,0,2,1,0,1,0,0,1
0,0,28,1,0,0,9,3,1,377,0,4,0,3,0,1,3,4,2,0,2070,1,0,23,0,4,4,1,5,0,3,2,0,5,2,0,4
0,0,42,2,0,0,5,2,4,591,0,2,0,3,0,1,1,3,2,0,2093,4,0,17,0,3,4,1,8,0,4,3,0,2,2,2,0
1,0,58,1,0,0,2,4,0,825,0,4,0,3,0,5,6,2,1,0,19246,7,1,12,0,3,4,0,40,0,2,3,0,31,15,13,8
1,0,32,1,1,0,2,4,3,1862,0,3,0,2,0,2,2,2,1,0,9907,7,1,12,0,3,3,0,7,0,3,2,0,2,2,2,2
1,0,33,1,0,0,15,1,1,582,0,2,0,3,0,3,7,3,2,0,13610,7,1,12,0,3,4,0,15,0,2,4,0,7,6,7,7
0,0,46,1,1,0,3,3,2,1863,0,1,1,4,0,4,2,1,0,0,13225,2,0,12,0,3,4,1,25,0,5,3,0,19,17,2,8
0,0,39,2,1,0,20,3,0,1812,0,3,0,3,0,2,2,4,0,0,4127,2,0,18,0,3,4,1,7,0,6,3,0,2,1,2,2
0,0,49,1,0,0,7,4,0,1484,0,3,0,3,0,3,4,2,0,0,10466,3,0,14,0,3,2,2,29,0,3,3,0,8,7,0,7
0,0,58,1,1,0,21,3,0,1938,0,4,1,3,0,4,7,4,2,0,17875,4,1,13,0,3,3,1,29,0,2,2,0,1,0,0,0
0,0,42,2,0,0,2,1,1,875,0,2,0,3,0,1,3,4,1,0,2515,5,1,14,0,3,4,0,8,0,2,3,0,2,1,2,2
1,0,38,1,0,0,29,1,1,282,0,2,0,3,0,2,4,1,2,0,6673,7,1,19,0,3,2,0,17,0,2,3,0,1,0,0,0
1,0,40,1,1,0,22,2,3,492,0,3,0,2,0,2,2,3,2,0,6380,2,1,12,0,3,1,2,8,0,6,3,0,6,4,1,0
0,0,28,2,1,0,1,2,0,1927,0,3,0,2,0,2,2,4,2,0,6834,1,1,12,0,3,3,1,7,0,2,3,0,7,7,0,7
0,0,36,1,0,0,2,4,4,1847,0,4,1,3,0,2,3,2,2,0,6962,4,1,22,0,4,4,1,15,0,2,3,0,1,0,0,0
0,0,35,0,0,0,2,2,1,1804,0,2,0,3,0,2,0,4,0,0,5762,2,0,14,0,3,3,1,15,0,6,3,0,7,7,1,7
0,0,31,1,1,0,8,2,0,1453,0,1,0,3,0,3,2,4,0,0,10793,1,0,18,0,3,1,1,13,0,5,3,0,13,7,9,9
0,0,40,1,1,0,14,2,0,1598,0,4,1,3,0,2,2,1,2,0,4639,1,0,15,0,3,3,1,5,0,2,3,0,5,4,1,2
0,0,32,2,1,0,10,4,3,1853,0,4,0,3,0,2,2,4,1,0,4648,8,0,13,0,3,3,0,4,0,2,4,0,0,0,0,0
0,0,38,1,1,0,2,2,0,1355,0,2,1,3,0,2,2,1,0,0,6893,3,0,15,0,3,4,1,11,0,3,3,0,7,7,1,7
0,0,53,1,0,0,7,3,0,730,0,3,0,4,0,4,6,3,2,0,14814,3,0,19,0,3,3,0,32,0,3,3,0,5,1,1,3
0,0,43,1,0,0,8,4,4,526,0,3,1,3,0,2,4,3,0,0,4522,4,1,14,0,3,4,0,8,0,3,3,0,5,2,0,2
0,0,31,1,0,0,24,3,1,1252,0,3,1,2,0,2,4,1,1,0,6812,1,0,19,0,3,2,0,10,0,2,3,0,10,9,1,8
0,0,36,2,0,0,18,4,0,407,0,3,0,4,0,1,1,4,2,0,3688,4,0,18,0,3,4,2,4,0,2,3,0,1,0,0,0
0,0,44,1,0,0,29,4,4,1225,0,4,0,3,0,2,3,4,1,0,4541,1,0,25,0,4,2,0,20,0,3,3,0,20,11,13,17
0,0,45,1,0,0,29,3,2,1465,0,2,0,3,0,3,0,4,2,0,9380,4,1,18,0,3,4,2,10,0,4,4,0,3,1,1,2
0,0,46,1,0,0,18,3,1,550,0,3,1,3,0,2,0,3,0,0,4810,2,0,14,0,3,3,1,19,0,5,2,0,10,7,0,8
0,0,31,2,1,0,5,3,3,399,0,4,1,3,0,1,5,2,0,0,2789,1,0,11,0,3,3,1,2,0,5,2,0,2,2,2,2
0,0,27,1,0,0,5,3,0,434,0,3,1,3,0,1,3,2,1,0,2478,1,1,12,0,3,2,0,4,0,2,2,0,4,3,1,2
0,0,38,1,0,0,10,3,1,634,0,3,1,3,0,2,4,3,2,0,9824,3,0,19,0,3,3,1,18,0,4,3,0,1,0,0,0
0,0,38,1,0,0,2,2,1,1638,0,4,1,2,0,3,0,3,2,0,7756,3,1,19,0,3,4,1,10,0,6,4,0,5,4,0,2
0,0,31,1,1,0,5,3,2,1749,0,1,0,3,0,2,2,3,2,0,8346,1,0,19,0,3,3,1,6,0,3,3,0,5,2,0,2
0,0,33,2,0,0,1,4,4,998,0,3,1,4,0,2,4,2,2,0,5488,1,1,13,0,3,1,1,6,0,2,3,0,6,5,1,2
1,0,44,2,0,0,1,2,1,1792,0,3,0,3,0,1,3,2,0,0,2342,1,1,12,0,3,3,3,6,0,2,2,0,5,3,2,3
1,0,33,1,1,0,16,3,0,1758,0,1,1,3,0,3,2,1,1,0,8564,2,1,20,0,4,3,0,11,0,2,2,0,0,0,0,0
0,0,35,1,0,0,16,3,0,1529,0,4,1,2,0,3,4,2,1,0,8606,1,0,19,0,3,4,0,11,0,3,1,0,11,8,3,3
1,0,25,1,1,0,19,2,3,952,0,3,0,2,0,1,5,2,2,0,2413,1,1,18,0,3,3,3,1,0,2,3,0,1,0,0,0
0,0,32,1,0,0,2,3,1,1671,0,4,0,3,0,2,3,2,0,0,5470,0,0,13,0,3,3,2,10,0,4,2,0,9,5,1,6
0,0,28,0,0,0,16,3,1,1947,0,3,0,3,0,1,3,3,1,0,2144,1,0,14,0,3,3,0,5,0,3,2,0,5,3,1,4
0,0,32,1,0,0,6,5,0,231,0,3,0,3,0,1,3,3,1,0,3038,3,0,20,0,4,1,0,8,0,2,3,0,5,4,1,4
0,0,42,1,0,0,9,2,4,1595,0,4,0,2,0,5,7,4,1,0,19613,8,0,22,0,4,4,0,24,0,2,3,0,1,0,0,1
1,0,36,1,0,0,15,3,4,1052,0,1,0,3,0,2,1,3,0,0,4834,7,0,14,0,3,2,1,9,0,3,2,0,1,0,0,0
0,0,43,2,0,0,1,3,0,902,0,4,1,3,0,2,4,4,2,0,5562,4,0,13,0,3,2,1,12,0,2,2,0,5,2,2,2
0,0,40,1,1,0,10,3,2,1239,0,2,1,2,0,2,2,2,0,0,6852,7,0,12,0,3,2,1,7,0,2,4,0,5,1,1,3
0,0,36,1,1,0,10,4,2,1880,0,2,1,2,0,2,2,3,2,0,5673,1,1,13,0,3,1,1,10,0,4,3,0,10,9,1,7
0,0,24,2,1,0,24,3,1,632,0,4,0,3,0,1,5,4,2,0,2400,0,0,13,0,3,3,2,3,0,3,3,0,2,2,2,1
0,0,56,0,0,0,1,4,0,2026,0,3,0,3,0,2,4,3,0,0,6306,1,0,21,0,4,1,1,13,0,2,2,0,13,12,1,9
0,0,37,2,1,0,21,2,1,900,0,3,1,3,0,1,5,4,2,0,2973,5,0,15,0,3,2,1,10,0,3,3,0,5,4,0,0
1,0,41,1,1,0,1,2,0,1,0,2,1,3,0,2,2,4,1,0,5993,8,1,11,0,3,1,0,8,0,0,1,0,6,4,0,5
0,0,59,1,0,0,2,3,0,1032,0,3,1,2,0,4,0,4,1,0,13726,3,1,13,0,3,1,0,30,0,4,3,0,5,3,4,3
0,0,31,2,1,0,7,4,3,1833,0,1,1,3,0,3,2,1,2,0,9637,2,0,14,0,3,4,2,9,0,3,3,0,3,2,2,2
1,0,35,1,1,0,27,3,0,1797,0,3,0,3,0,2,2,4,1,0,5813,1,1,18,0,3,4,0,10,0,2,3,0,10,7,7,7
0,0,26,1,0,0,3,4,1,1177,0,1,0,4,0,1,1,4,2,0,4420,1,0,22,0,4,2,1,8,0,2,3,0,8,7,0,7
0,0,34,2,0,0,10,4,1,277,0,4,0,3,0,1,3,3,0,0,3815,1,1,17,0,3,4,1,5,0,4,4,0,5,3,2,0
0,0,19,1,0,0,9,2,0,1193,0,3,0,3,0,1,3,1,1,0,2552,1,0,25,0,4,3,0,1,0,4,3,0,1,1,0,0
0,0,30,1,1,0,5,3,0,228,0,2,1,3,0,3,2,4,2,0,9419,2,0,12,0,3,3,1,12,0,2,3,0,10,9,7,4
0,0,40,0,0,0,16,2,0,1340,0,3,0,3,0,1,3,3,0,0,3544,9,0,16,0,3,2,1,6,0,0,3,0,4,2,0,0
0,0,37,1,0,0,7,4,1,102,0,1,0,3,0,3,6,3,1,0,13664,4,0,13,0,3,1,0,16,0,3,4,0,5,2,0,2
0,0,42,2,0,0,29,2,0,547,0,1,1,3,0,2,3,3,0,0,4556,2,0,11,0,3,2,1,19,0,3,3,0,5,4,0,2
1,0,29,1,0,0,1,4,2,1522,0,1,0,2,0,1,3,1,1,0,2362,6,0,13,0,3,3,0,11,0,2,1,0,9,7,0,7
0,0,47,1,1,0,4,2,0,1003,0,4,1,3,0,2,2,4,1,0,4163,1,1,17,0,3,3,0,9,0,0,3,0,9,0,0,7
0,0,45,1,1,0,4,2,0,240,0,3,1,3,0,2,2,1,0,0,5006,4,1,11,0,3,1,1,9,0,3,4,0,5,4,0,3
1,0,33,1,0,0,1,4,4,780,0,4,0,3,0,1,3,4,1,0,2686,1,1,13,0,3,3,0,10,0,2,2,0,10,9,7,8
0,0,28,1,1,0,26,3,0,1387,0,3,0,2,0,2,2,1,2,0,4724,1,0,11,0,3,3,1,5,0,0,3,0,5,3,0,4
0,0,38,1,0,0,1,1,0,662,0,3,1,3,0,1,3,1,1,0,2619,3,0,17,0,3,4,0,8,0,3,2,0,0,0,0,0
0,0,52,0,1,0,29,4,0,2019,0,1,0,3,0,1,5,4,0,0,3482,2,0,15,0,3,2,2,16,0,3,2,0,9,8,0,0
0,0,36,1,0,0,5,2,0,304,0,4,0,3,0,2,1,2,1,0,5914,8,0,16,0,3,4,0,16,0,3,4,0,13,11,3,7
0,0,40,1,0,0,20,4,2,1092,0,1,0,3,0,3,4,4,2,0,10322,4,0,20,0,4,4,1,14,0,6,3,0,11,10,11,1
1,0,55,1,1,0,2,1,1,842,0,3,0,3,0,2,2,4,1,0,5160,4,0,16,0,3,3,0,12,0,3,2,0,9,7,7,3
0,0,32,1,1,0,6,4,1,125,0,2,0,3,0,2,2,3,1,0,5010,1,0,16,0,3,1,0,12,0,0,3,0,11,8,5,7
0,0,28,1,0,0,1,3,0,1506,0,1,0,2,0,1,3,3,0,0,1563,1,0,14,0,3,4,1,1,0,2,1,0,1,0,0,0
1,0,31,1,0,0,22,4,1,1389,0,4,0,3,0,2,0,3,2,0,6179,1,1,15,0,3,4,2,10,0,3,2,0,10,2,6,7
1,0,37,1,0,0,10,4,1,1809,0,4,0,3,0,2,0,1,1,0,4213,1,0,15,0,3,2,0,10,0,4,1,0,10,3,0,8
0,0,55,1,0,0,2,3,0,505,0,3,1,3,0,4,7,4,1,0,16659,2,1,13,0,3,3,0,30,0,2,3,0,5,4,1,2
0,0,29,1,0,0,9,3,0,1558,0,3,0,4,0,1,3,3,2,0,2451,6,0,18,0,3,1,2,5,0,2,2,0,1,0,0,0
0,0,46,1,0,0,2,4,1,1789,0,3,0,3,0,5,6,4,0,0,19328,7,1,17,0,3,3,1,24,0,3,3,0,2,1,2,2
0,0,35,1,0,0,7,2,0,1601,0,3,0,2,0,1,1,4,2,0,2690,1,0,18,0,3,4,1,1,0,5,2,0,1,0,0,1
0,0,55,1,1,0,26,5,3,1578,0,3,0,2,0,5,7,4,2,0,19586,1,0,21,0,4,3,1,36,0,3,3,0,36,6,2,13
0,0,42,1,1,0,1,1,0,387,0,2,0,3,0,2,2,3,2,0,4907,1,0,25,0,4,3,0,20,0,3,3,0,20,16,11,6
0,0,31,1,1,0,7,3,2,416,0,2,0,4,0,2,2,4,2,0,6929,4,0,11,0,3,2,1,10,0,3,2,0,8,7,7,7
0,0,56,1,0,0,9,3,1,762,0,3,0,3,0,4,4,4,2,0,11103,7,0,11,0,3,3,0,30,0,1,2,0,10,7,1,1
1,0,29,1,0,0,1,2,0,816,0,2,1,2,0,1,1,1,2,0,2319,1,1,11,0,3,4,1,1,0,1,3,0,1,0,0,0
1,0,30,1,1,0,9,3,1,1876,0,2,0,3,0,1,5,4,1,0,1081,1,0,13,0,3,3,0,1,0,3,2,0,1,0,0,0
0,0,36,1,0,0,10,4,2,1312,0,4,1,3,0,3,4,3,2,0,7094,3,0,12,0,3,1,0,10,0,0,3,0,7,7,1,7
1,0,24,1,0,0,17,2,0,1219,0,4,1,3,0,1,1,2,2,0,2210,1,0,13,0,3,1,1,1,0,3,1,0,1,0,0,0
0,0,30,1,1,0,7,4,3,1428,0,4,1,3,0,2,2,1,0,0,4779,7,0,14,0,3,2,2,8,0,3,3,0,3,2,0,2
0,0,29,1,0,0,8,1,4,1544,0,3,1,1,0,2,4,1,2,0,9715,3,0,13,0,3,3,1,9,0,3,3,0,7,7,0,7
0,0,40,1,0,0,2,3,0,1346,0,3,0,3,0,2,3,4,1,0,4661,1,0,13,0,3,3,0,9,0,4,3,0,9,8,8,8
0,0,39,2,0,0,8,1,0,602,0,3,1,3,0,1,1,3,2,0,3755,1,0,11,0,3,1,1,8,0,3,3,0,8,3,0,7
1,0,41,1,0,0,12,3,2,58,0,2,1,3,0,5,6,3,2,0,19545,1,0,12,0,3,4,0,23,0,0,3,0,22,15,15,8
0,0,37,1,1,0,6,4,1,378,0,3,0,3,0,2,2,4,2,0,6502,4,0,14,0,3,2,1,7,0,5,4,0,5,4,0,1
0,0,45,1,0,0,2,2,4,1635,0,4,1,2,0,2,0,4,0,0,5770,1,0,19,0,3,1,2,10,0,3,3,0,10,7,3,9
1,0,36,1,1,0,9,4,0,27,0,3,0,2,0,1,5,1,1,0,3407,7,0,23,0,4,2,0,10,0,4,3,0,5,3,0,3
1,0,53,1,1,0,24,4,0,1968,0,1,0,3,0,3,2,1,1,0,10448,6,1,13,0,3,2,0,15,0,2,2,0,2,2,2,2
0,0,40,1,0,0,2,4,1,2051,0,3,1,3,0,1,3,3,2,0,2001,2,0,14,0,3,2,3,20,0,2,3,0,5,3,0,2
0,0,33,1,1,0,10,5,3,1268,0,4,0,4,0,3,2,3,0,0,8380,0,1,14,0,3,4,2,10,0,3,3,0,9,8,0,8
